HLKYz1r23Lo,Rich the Kid,New Freezer,5,2
51e1gIkzHgk,Joey Bada$$,Waves,5,1
NebA3-nfrE8,Giraffes? Giraffes!,Werewolf Grandma With Knives [Part Two: Don't Die],5,5
RBumgq5yVrA,Passenger,Let Her Go,5,5
NLZRYQMLDW4,Kendrick Lamar,DNA,5,5
krIus0i9xn8,The Beatles,Yellow Submarine,2,4
6u_XpKAft34,J.Fla,Stereo Hearts,5,3
3kaUvGSLMew,LinkinPark,OneMoreLight,5,2
vS_a8Edde8k,Night of Nights,Algorstorm83,5,2
tQpKb0U800I,iDubbbz,Asian Jake Paul,5,2
iKzRIweSBLA,Ed Sheeran,Perfect,5,4
F57P9C4SAW4,Katy Perry Ft. Snoop Dog,California Gurls,5,3
uaappOoWPLQ,The Bad Plus,Pound for Pound,5,5
KnZ8h3MRuYg,Travis Scott,Antidote,5,2
fRh_vgS2dFE,Justin Bieber,Sorry,5,2
WpY4Ff_GcWw,Taisei Iwasaki,Taisei Iwasaki - BCCGS (Blood Blockade Battlefront OST),5,5
iKzRIweSBLA,Ed Sheeran,Perfect,5,3
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,3
slnkpswlhB8,Tory Lanez,Shooters,3,3
MBdVXkSdhwU,BTS,DNA,5,2
Vtxp70tVHyM,Daisuke Amaya,Running Hell,5,3
6nr8hPnZfMU,Beyonce,Upgrade U,5,2
tD4HCZe-tew,Zara Larsson,Lush Life,5,3
a-T8aVasQdY,Jay-Park,Yacht,5,4
5anLPw0Efmo,Evanescence,My Immortal,5,5
dv13gl0a-FA,Initial D,Deja Vu,5,2
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,1
YVkUvmDQ3HY,Eminem,Without Me,5,1
_Yhyp-_hX2s,Eminem,Lose Yourself,4,2
AEYN5w4T_aM,Sublime,Santeria,5,2
_C9xDCehW6I,the front bottoms,flying model rockets,5,1
Edwsf-8F3sI,Michael Buble,Feeling Good,5,3
E1b6Sm0rMMc,Om Prakash Mishra,Aunty ki Ghanti,5,5
5mwEemWkZFo,5 Finger death punch,wrong side of heaven,5,3
pIKhRERqPS4,School House Rock,The Preamble to the U.S. Constitution,5,1
jEAjTVOdWCA,Elton John,Rocket Man,5,4
tQpKb0U800I,iDubbbz,Asian Jake Paul,5,4
vTIIMJ9tUc8,Daler Mehndi,Tunak Tunak Tun,1,3
0J2QdDbelmY,The White Stripes,7 Nation Army,5,4
_Yhyp-_hX2s,Eminem,Lose Yourself,4,1
ayfv0SOjvRs,MF DOOM,Doomsday,5,5
Tm8LGxTLtQk,Linkin Park,One More Light,5,3
iKzRIweSBLA,Ed Sheeran,Perfect,5,4
_xqnqmB4QxE,Logic,Fadeaway,5,5
_Yhyp-_hX2s,Eminem,Lose Yourself,5,5
weeI1G46q0o,chance,imtheone,4,1
7uyF_RoXAQg,Mr Scruff,Kalimba,5,4
Tg6HGcj7pGo,XXXTentacion,Everyone Dies in their Nightmares,5,3
RITep593A2U,Natsumi Kiyoura,Tabi no Tochuu,5,1
hT_nvWreIhg,OneRepublic,Counting Stars,5,2
MmZexg8sxyk,MGMT,Electric Feel,5,2
iKzRIweSBLA,Ed Sheeran,Perfect,5,1
PfYnvDL0Qcw,Lazy Town,We Are Number One,5,1
_Yhyp-_hX2s,Eminem,Lose Yourself,5,5
w6EVt4CCpSU,Aimer,Bowknot,5,5
onNy7AlPW_I,G-Eazy,I Mean It,5,5
kJQP7kiw5Fk,Luis Fonsi,Despacito ft. Daddy Yankee,4,2
CAMWdvo71ls,Stromae,Tous Les Mêmes,5,2
R4T43PncyQc,Kris Wu,July,5,5
6GyqS-BtmRw,Don Omar,Perdido En Tus Ojos,5,4
_Yhyp-_hX2s,Eminem,Lose Yourself,4,2
Rw_gNbRF8kc,Cupcakke,SpiderMan Dick,5,4
PfYnvDL0Qcw,Lazy Town,We Are Number One,5,4
Bm5iA4Zupek,Kanye West,Runaway,5,5
mWFaxs-KvMY,Nick Jonas,Find You,4,1
7Hk15XUMoF4,The Alchemist,Yala Yala,4,5
n450GmN2Yfk,Bo Burnham,Lower Your Expectations,5,4
5wCUlPNlQuA,The Rolling Stones,Paint it black,5,3
5D3Nl1GZzuw,Chris Isaak,Wicked Game,5,2
UDApZhXTpH8,50 Cent,P.I.M.P,4,3
Zlot0i3Zykw,Taylor Swift,Red,4,5
qBdFA6sI6-8,The Sweet,Fox on The Run,5,2
DPC9erC5WqU,Keith Ape,잊지마(It G MA),5,2
MtN1YnoL46Q,forrestfire101,The Duck Song,5,1
hT_nvWreIhg,OneRepublic,Counting Stars,5,5
_Yhyp-_hX2s,Eminem,Lose Yourself,3,4
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,2
nSKUXqJ5l1k,Usher,I Don't Mind,5,4
nRkP-rplNjs,Stitches,Molly Cyrus,5,5
tvTRZJ-4EyI,Kendrick Lamar,HUMBLE.,4,5
9XrL_F6tnT4,The Bear in The Big Blue House,Goodbye Song,5,3
Bm5iA4Zupek,Kanye West,Runaway,5,4
n_ZRRlVDVa8,BROCKHAMPTON,GOLD,4,2
Ct6BUPvE2sM,PIKOTARO,PPAP,5,3
CTFtOOh47oo,French Montana,Unforgettable,3,4
nPmNJg9VsQY,Brand New,Waste,5,2
_ovdm2yX4MA,Avicii,Levels,5,2
sLTRSakuugs,Keira Knightley,Lost Stars,5,1
yXQViqx6GMY,Mariah Carey,All I Want For Christmas is You,5,1
1S-gnTAnOgc,Lil Wayne,Gonorrhea,5,3
L_jWHffIx5E,Smash Mouth,All Star,5,4
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,4
-xE6nONHbV4,Alice Francis,Shoot him down,5,5
qDVW81bXo0s,WALK THE MOON,Anna Sun,3,2
vC64_csyktU,Don Q,Young Veterans,5,3
f7wkRET0hbo,ratatat,abrasive,5,4
equC7GEUt6k,Pikotaro,PPAP,5,1
ImKY6TZEyrI,Mazzy Star,Fade Into You,5,1
Rw_gNbRF8kc,Cupcakke,SpiderMan Dick,5,5
ED5s1-Fe9FA,Johnny Cash,Sunday morning coming down,5,1
_Yhyp-_hX2s,Eminem,Lose Yourself,5,3
oCludub4prY,one ok rock,ambitions,5,2
QaIW0URYK8o,Akinyele,Put It In Your Mouth,1,3
10yrPDf92hY,Kendrick Lamar,MAAD City,5,3
kvOpEDDW51o,afroman,colt45,5,3
0J2QdDbelmY,The White Stripes,7 Nation Army,5,3
pHZneOidj9A,Tarton Eaglton,I'm Still Standing,5,5
ozv4q2ov3Mk,Calvin Harris,Feels,5,2
i8Zi1DM7iR4,Post Malone,Too Young,5,2
PfYnvDL0Qcw,Lazy Town,We Are Number One,1,2
SXiSVQZLje8,Ariana Grande,Side to Side,5,5
_X_pDbgIIfI,AGA,Wonderful U,5,2
A1OqtIqzScI,Green Day,Holiday,5,5
Zgmvg-zzctI,Lil Uzi Vert,Lil Uzi Vert - XO TOUR Llif3 (Official Visualizer),5,4
TIy3n2b7V9k,Avril Lavigne,Sk8er Boi,5,2
NUTGr5t3MoY,Green Day,Basket Case,5,1
qZ8Qflpn_ZU,Job Kurien,Padayatra,5,1
J_ub7Etch2U,Sam Smith,Too Good At Goodbyes,5,4
kn6-c223DUU,BoB,Airplanes,5,1
cEYngWdEvTM,Previous Love,Caffeine,5,3
yWEK4v9AVKQ,zedd,stay,4,3
KnZ8h3MRuYg,Travis Scott,Antidote,4,2
oQa8Rv-Vq-Y,G-Eazy,Been On,5,2
pixUTXy9Q-g,chelley,love sick,4,4
QvW61K2s0tA,okgo,the one moment,4,4
pHZneOidj9A,Tarton Eaglton,I'm Still Standing,1,4
TfKYWOUlq1o,BTS,Butterfly,5,5
eH6tqXQNWUA,While She Sleeps,While She Sleeps - Silence Speaks ft. Oli Sykes,5,4
ZZ5LpwO-An4,He-Man,HEYYEYAAEYAAAEYAEYAA,5,1
LqcFm_k12fY,Tee_Lopes,Metallic_Madness_Act_2,5,2
_1w2aASUpWQ,He Man,Hey Hey,5,2
ipqqEFoJPL4,Blue Oyster Cult,Burnin' for you,5,4
Pw-0pbY9JeU,TwentyOnePilots,Ride,4,1
EZE62LpaqHg,Tyler the Creator,See You Again,5,1
rT4wUByldo4,Chance the Rapper,Summer Friends,5,4
YQHsXMglC9A,Adele,Hello,5,2
ZRVxoAclJlI,Parekh & Singh,Ghost,4,5
a1BrVVFaF-Q,Peter McConnell,Meat Circus,5,1
UE_-obgiWm0,Kodak Black,No Flocking,5,2
9kaCAbIXuyg,G Dragon,Untitled 2014,5,5
Y7G69VW6Xq8,Queen,Killer Queen,4,2
DNyKDI9pn0Q,Celine Dion,My Heart Will Go On,5,3
3tmd-ClpJxA,Taylor Swift,Look What You Made Me Do,2,1
wVZUBMUekck,Sufjan Stevens,John My Beloved,5,1
CIp9YD7Erbc,Post Malone,Big Lie,5,4
RgKAFK5djSk,Wiz Khalifa ft. Charlie Puth,See You Again,5,5
1VUa99-tJqs,Migos,T-Shirt,4,5
IJNR2EpS0jw,Dumbways2Die,Dumb Ways To Die,5,3
EVaV7AwqBWg,Wanna One,Energetic,5,2
lWA2pjMjpBs,Rihanna,Diamonds,4,5
1lWJXDG2i0A,Tom Petty,Free Fallin',4,4
Tm8LGxTLtQk,Linkin Park,One More Light,5,5
8YJdRIf9sd0,Hiphop Tamizha,meesaya muruku,5,3
3AtDnEC4zak,Charlie Puth ft. Selena Gomez,We Don't Talk Anymore,4,3
3Wv-JIpAjks,christmas carol,We Wish you a merry christmas,5,2
_Yhyp-_hX2s,Eminem,Lose Yourself,5,1
k4V3Mo61fJM,coldplay,fix you,4,4
Ic5vxw3eijY,Estell(feat. Kanye West),American Boy,5,2
huBNgxolXFo,cro,byebye,5,1
ktvTqknDobU,Imagine Dragons,Radioactive,5,4
7wtfhZwyrcc,Imagine Dragons,Believer,5,2
_Fwf45pIAtM,Saad Lemjarred,Lm'allem,5,4
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,5
vEN3mQ0ql30,Volbeat,Heaven nor Hell,5,5
h5EofwRzit0,Daft Punk,Get Lucky,5,1
JGwWNGJdvx8,Ed Sheeran,Shape of You,5,3
bu7nU9Mhpyo,jay chou,love confession,5,2
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,2
3VPLOVJ0u94,Boston,Don'tLookBack,5,4
A_MjCqQoLLA,The Beatles,Hey Jude,5,3
WrsFXgQk5UI,Lil Uzi Vert,XO Tour Llif3,5,3
TxAAo5TABVA,sublime,boss d.j.,5,5
IJNR2EpS0jw,DumbWays2Die,Dumb Ways To Die,5,4
3R8gkvxRBpo,Travis.Scott,Drugs.you.should.try.it,5,4
lsJLLEwUYZM,Desiigner,Panda,5,3
Ss3X2dPAH88,Caribou,Bees,5,5
KnZ8h3MRuYg,Travis Scott,Antidote,5,2
X1Hglj4sMCc,Big Wild,I Just Wanna,5,3
dKAOBPSLFgg,The Beatles,Hold Me Tight,5,5
15JCb6P60Vw,DragonForce,ThroughFireAndFlames,5,2
3mbBbFH9fAg,Soundgarden,Black Hole Sun,5,3
Wv2rLZmbPMA,Ed Sheeran,Dive,5,3
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,3
mb-FcP7hS2Y,Blizzard,Warcraft 3: The Frozen Throne Soundtrack,5,5
-CmadmM5cOk,Taylor Swift,Style,4,2
8aShfolR6w8,Kendrick Lamar,i,5,4
JLf9q36UsBk,Taylor Swift,Out of the Woods,4,2
papuvlVeZg8,Clean Bandit,Rockabye,5,1
22RRaO5AuOo,BTS,MIC Drop,5,1
HIRNdveLnJI,Avenged Sevenfold,Afterlife,5,1
JZjAg6fK-BQ,The Weeknd,Reminder,5,3
TFYmUz_prtI,Cartoon,On & On,4,2
HQnC1UHBvWA,Porter Robinson & Madeon,Shelter,5,2
_Yhyp-_hX2s,Eminem,Lose Yourself,5,5
A_MjCqQoLLA,The Beatles,Hey Jude,5,1
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,1
VJ3AJ65FnXs,Hoizer,Arsonist's Lullaby,4,2
iJ713cKuT18,Lil Ugly Mane,Underwater Tank,4,5
UtF6Jej8yb4,Avicii,The Nights,5,5
7dIetQFw-n4,Gabe,We Are Number One but it's borked by Gabe the Dog,5,4
_Xx33sE7cu4,Adriana Figueroa,Voice of No Return (Cover // NieR: Automata) (Adriana Figueroa & FamilyJules),5,4
QGJuMBdaqIw,katy Perry,Firework,4,5
oiKj0Z_Xnjc,Stromae,Papaoutai,5,2
Lb9q1ScC4cg,Jason Aldean,Dirt Road Anthem,4,4
L_jWHffIx5E,Smash Mouth,All Star,4,4
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,4
97BN8Fq2WSQ,Jay Park,Yacht,5,5
lXMskKTw3Bc,Susboy,Never gonna hit those notes,5,5
3tmd-ClpJxA,Taylor Swift,Look What You Made Me Do,5,4
0rtV5esQT6I,Twice,Ooh Ahh,5,3
-Zy28mVeVZw,aifff,at at,3,2
h--P8HzYZ74,Zedd,Stay,5,5
xPU8OAjjS4k,3 Doors Down,Kryptonite,5,4
RD38JT8rypY,Beyonce,Sandcastles,5,5
WhPvJOnHotE,Boney M,Ra Ra Rasputin,5,3
3tmd-ClpJxA,Taylor Swift,Look What You Made Me Do,5,1
MPTKR12cUqc,Bo Burnham,Pandering,5,1
YU7Wwhlfl_M,Chaos Chaos and Justin Roiland,Terryfold,1,4
L_jWHffIx5E,Smash Mouth,All Star,5,5
oZdiXvDU4P0,Billy Joel,Vienna,5,5
hT_nvWreIhg,OneRepublic,Counting Stars,5,2
_Yhyp-_hX2s,Eminem,Lose Yourself,5,3
rblYSKz_VnI,The Beatles,Hello Goodbye,1,4
iKzRIweSBLA,Ed Sheeran,Perfect,4,2
GsPq9mzFNGY,James Bay,Let It Go,5,1
6vjU6W_LijM,Chevelle,SaferWaters,4,3
NRWUoDpo2fo,Alt J,Left Hand Free,5,4
PsO6ZnUZI0g,Kanye West,Stronger,4,2
09R8_2nJtjg,Maroon 5,Sugar,5,4
d58VJ-sC1uY,Florence and the Machine,Breath of Life,5,5
Q3Kvu6Kgp88,Edith Piaf,Non je ne regrette rien,5,3
MS4_Z84-rRE,Queen,Flash,5,4
8OkpRK2_gVs,Feuerroter Pfeil und Bogen,Attack On Titan Official Opening,5,1
HanBb8FonWs,Snails,Frogbass,5,5
9oMQrrPr5OY,Ski Mask the Slump God,Achoo!,5,4
ekzHIouo8Q4,Bruno Mars,When I Was Your Man,5,1
MBdVXkSdhwU,BTS,DNA,5,2
_Yhyp-_hX2s,Eminem,Lose Yourself,5,5
QZXc39hT8t4,DrDre,The Next Episode,5,2
xarC5jAiO7w,Odesza,A Moment Apart,5,1
3_mmnFtiB48,Cold War Kids,First,5,2
L_jWHffIx5E,Smash Mouth,All Star,1,1
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,1,5
e-x3cQDIVR8,Eisbrecher,Verrückt,5,1
8qLqbC7BifU,Melanie,Mrs. Potato Head,5,4
HaMq2nn5ac0,Sam Smith,Lay Me Down,5,3
kxIfUaqtK6U,Roadman Shaq,Man's Not  Hot,4,2
ih-8K1a_SsA,The Beatles,Let It Be,5,1
vjW8wmF5VWc,Silento,Watch me,5,3
8hP6WROycAU,Linkin Park,One More Light,5,3
psuRGfAaju4,Owl City,Fireflies,5,3
6E5m_XtCX3c,Ween,Ocean Man,5,1
qcH0nO0IMz4,Trippie Redd,Bust Down,5,3
y3dNktR9reg,Queen Cha,Alone,5,3
3tmd-ClpJxA,Taylor Swift,Look What You Made Me Do,5,3
YQHsXMglC9A,Adele,Hello,4,3
K4DyBUG242c,Cartoon,On & On,5,4
rMltoD1jCGI,Maître Gims,Bella,5,2
sZfZ8uWaOFI,Aerosmith,Dream on,4,4
ISHPumshGgA,Lil B,Like A Martian,5,5
7rW4hZNSVr4,Chevelle,Shameful Metaphors,5,1
_W-fIn2QZgg,ACDC,Big Balls,5,2
0-7IHOXkiV8,Kaleo,WayDownWeGo,5,4
p54BM160eTs,M Ward,Eyes on the Prize,5,5
y6120QOlsfU,Darude,Sandstorm,5,1
7qFF2v8VsaA,Panic! At The Disco,Emperor's New Clothes,5,4
_Yhyp-_hX2s,Eminem,Lose Yourself,5,5
CTFtOOh47oo,French Montana,Unforgettable,4,3
4ZXPP7qMSz4,Darude,Sandstorm,5,3
L3wKzyIN1yk,Rag'n'Bone Man,Human,5,2
dgha9S39Y6M,MineCraft Awesome Parodys,Mine Diamonds,5,1
SLsTskih7_I,Post Malone,White Iverson,5,5
40TRPnvs4JE,Om Prakash Mishra,Anti ki Ghanti,5,1
adDD43CvrUc,Rich Chigga,Glow Like Dat,5,3
x_zV5j6IkCQ,Migos,Too Hotty,4,3
ZgnClGC8-WQ,Jane Zhang,Dust My Shoulder Off,5,4
L_jWHffIx5E,Smash Mouth,All Star,5,4
dvgZkm1xWPE,Coldplay,Viva La Vida,5,1
FTQbiNvZqaY,Toto,Africa,5,3
1nv9br7P7g0,Imagine Dragons,Walking the Wire,5,5
FRZzUh9hcTo,Cake,Never There,4,3
kXYiU_JCYtU,Linkin Park,Numb,5,3
wnJ6LuUFpMo,J. Balvin & Willy William,Mi Gente,5,1
PMZZUyos1kI,BROCKHAMPTON,Star,5,5
5D3Nl1GZzuw,Chris Isaak,Wicked Game,2,1
y8hTxocaxdo,google,pixelbook,4,2
3gS8H1F6GwE,The Legendary Starfy OST 51 - The Lets Go! Theme,MegaMarx SpaceAlien,5,4
8xMNeXI9wxI,Martin Garrix,WIEE,5,4
gG_dA32oH44,Kanye West,Niggas In Paris,5,1
y6120QOlsfU,Darude,Sandstorm,1,3
aSW70VywcAI,Redbone,ComeandGetYourLove,5,4
EwZnSXwGsS4,Mac Demarco,My Kind of Woman,5,2
x94wm_Kqe0k,Kodaline,The One,5,2
by3yRdlQvzs,Khalid,Location,4,1
e-ORhEE9VVg,Taylor Swift,Blank Space,5,4
agj1WpGLxoo,Cake,Mahna Mahna,5,5
XIIP8eS3tvc,Macklemore Ft. Eric Nally,AIN'T GONNA DIE TONIGHT,5,3
fhyhP_5VfKM,Benny Goodman,Sing Sing Sing,5,4
IS6n2Hx9Ykk,Led Zeppelin,Stairway to Heaven,5,5
JcDNilZbZg8,U2,Get On Your Boots,4,1
WkuHLzMMTZM,NCT 127,Cherry Bomb,5,2
v2AC41dglnM,AC/DC,Thunderstruck,5,3
Vh74KE3o4Bs,Ingrid Michaelson,The Way I Am,5,4
_Yhyp-_hX2s,Eminem,Lose Yourself,5,5
uxpDa-c-4Mc,Drake,Hotline Bling,5,5
SQNymNaTr-Y,Rimsky-Korsakov,Scheherazade,5,2
FAucVNRx_mU,Jocelyn Flores,XXXTentacion,3,1
MtN1YnoL46Q,forrestfire101,The Duck Song,5,4
3tmd-ClpJxA,Taylor Swift,Look What You Made Me Do,5,2
qBB_QOZNEdc,Hailee Steinfeld,Most Girls,5,3
ePpPVE-GGJw,Twice,TT,5,4
C8PyC8i95Ws,Ahmad,Back in the Day,5,4
09R8_2nJtjg,Maroon 5,Sugar,3,2
mWRsgZuwf_8,Imagine Dragons,Demons,4,2
8Ee4QjCEHHc,Calvin Harris,Slide,4,2
vWhPimx07H0,BROCKHAMPTON,GUMMY,4,3
bjmPePKad3M,meek mill,we ball,5,5
bM7SZ5SBzyY,Alan Walker,Fade,5,4
leC5WE7P2To,Cat Stevens,father and son,5,4
dQw4w9WgXcQ,Rick Astley,Never Gonna Give You Up,5,3
3tmd-ClpJxA,Taylor Swift,Look What You Made Me Do,1,5
WrsFXgQk5UI,Lil Uzi Vert,XO Tour Llif3,5,5
E4povfmX144,Kodaline,High Hopes,4,5
by3yRdlQvzs,Khalid,Location,5,4
tMmMTdc7RE0,Matteo,Panama,5,4
ktvTqknDobU,Imagine Dragons,Radioactive,5,1
Y1D3a5eDJIs,Tom Petty and The Heartbreakers,Runnin Down a Dream,5,2
VuNIsY6JdUw,Taylor Swift,You Belong With Me,5,2
6l6vqPUM_FE,The Ink Spots,I Don't Want To Set the World On Fire,5,4
tvTRZJ-4EyI,Kendrick Lamar,HUMBLE.,5,5
pQNwVZEJO1A,Rick Sanchez,Get Schwifty,3,3
_3Je77D0Si8,Alt-J,Matilda,4,1
O1-4u9W-bns,Jason Mraz,I Won't Give Up,5,5
yD-s3c_EsxQ,tee grizzley,no effort,5,3
uc-7G2OSsBY,PaulMcCartney,BandOnTheRun,5,5
oKu2FVy0oUo,Lil Uzi Vert,The Way Life Goes,5,4
07pLGIgyfjw,Tool,Stinkfist,5,3
n3TQKEUne5Q,Hippo Campus,Way it Goes,5,2
_Yhyp-_hX2s,Eminem,Lose Yourself,5,4
RH5Ta6iHhCQ,A Boogie Wit Da Hoodie,Undefeated,5,2
o1tj2zJ2Wvg,Guns N' Roses,Welcome To The Jungle,5,4
C026hBBNMdc,Mike Stud,Went Missing,4,4
GEHukjv8NCg,RevTheory,HellYeah,5,2
TRqiFPpw2fY,Foo Fighters,The Sky Is A Neighborhood,5,3
nSKUXqJ5l1k,Usher,I Don't Mind,5,3
fLexgOxsZu0,Bruno Mars,The Lazy Song,5,2
sFukyIIM1XI,Minions,Banana,5,2
miDfTKlmD6M,Maroon5,What Lovers Do,5,1
Zgmvg-zzctI,Lil Uzi Vert,Lil Uzi Vert - XO TOUR Llif3 (Official Visualizer),5,1
tMmMTdc7RE0,Matteo,Panama,5,2
KnZ8h3MRuYg,Travis Scott,Antidote,5,3
1vrEljMfXYo,John Denver,Country Roads,5,4
N9qYF9DZPdw,Weird Al Yankovic,White & Nerdy,5,4
RgKAFK5djSk,Wiz Khalifa ft. Charlie Puth,See You Again,5,2
h3YVKTxTOgU,Brand New,Sic Transit Gloria,4,3
VLnWf1sQkjY,The Lonely Island,Jizz In My Pants,5,1
k4V3Mo61fJM,coldplay,fix you,5,2
y6120QOlsfU,Darude,Sandstorm,5,1
_FrOQC-zEog,Pink Floyd,Comfortably Numb,5,5
qpgTC9MDx1o,Maroon 5,animals,5,1
XtW6HW8jO_U,Stitches,Brick In Yo Face,5,4
6CHs4x2uqcQ,Kanye West,Good morning,5,2
xoxCItHxLiM,Yaeji,Drink I'm Sipping On,5,1
ih-8K1a_SsA,The Beatles,Let It Be,5,1
QU7r2-4u7zE,jonboy1002,Dying in the Sun The Cranberries with Lyrics,5,4
k3bx-c9L8HI,A Boogie,Somebody,5,2
hSlb1ezRqfA,Jake Paul,It's Everyday Bro,1,3
ih-8K1a_SsA,The Beatles,Let It Be,5,1
OTNqqQfDKu8,Weird Al Yankovic,Couch Potato,4,5
0Bvm9yG4cvs,Ludovico Einaudi,Una mattina,5,1
y6120QOlsfU,Darude,Sandstorm,5,4
SmwmZfMooSo,Kodak Black,Skrilla,5,5
R8vHbhWxLGg,TTS,Only U,4,3
NUTGr5t3MoY,Green Day,Basket Case,5,1
Wa2PeMZnBZ4,Kanye West,Touch the sky,5,3
sV2t3tW_JTQ,21 Savage,Bank Account,3,4
FUXX55WqYZs,Tyler the Creator,Who Dat Boy,4,1
y-1Sz56n9uE,Mac Miller,Another Night,5,1
k2qgadSvNyU,Dua Lipa,New Rules,5,2
